time_s,num_p_n_m,num_p_e_m,num_p_d_m,num_v_n_mps,num_v_e_mps,num_v_d_mps,ana_p_n_m,ana_p_e_m,ana_p_d_m,ana_v_n_mps,ana_v_e_mps,ana_v_d_mps,abs_err_p_n_m,abs_err_p_e_m,abs_err_p_d_m,abs_err_v_n_mps,abs_err_v_e_mps,abs_err_v_d_mps
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.070000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.080000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.52000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.54000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.60999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.65000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.66000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.68000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.70000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.70999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.72999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.73999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.77000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
